year,city,n
2015,Sivas,1793
2015,Tekirdag,3031
2015,Tokat,1151
2015,Trabzon,5570
2015,Tunceli,280
2015,Usak,694
2015,Van,658
2015,Yalova,789
2015,Yozgat,931
2015,Zonguldak,2450
2016,Adana,4615
2016,Adiyaman,915
2016,Afyonkarahisar,750
2016,Agri,1078
2016,Aksaray,1043
2016,Amasya,905
2016,Ankara,14857
2016,Antalya,5304
2016,Ardahan,0
2016,Artvin,837
2016,Aydin,4360
2016,Balikesir,3008
2016,Bartin,850
2016,Batman,1410
2016,Bayburt,272
2016,Bilecik,0
2016,Bingol,2050
2016,Bitlis,875
2016,Bolu,2323
2016,Burdur,2112
2016,Bursa,4423
2016,Canakkale,2550
2016,Cankiri,319
2016,Corum,768
2016,Denizli,3258
2016,Diyarbakir,3093
2016,Duzce,650
2016,Edirne,2060
2016,Elazig,2090
2016,Erzincan,0
2016,Erzurum,251
2016,Eskisehir,4024
2016,Gaziantep,7296
2016,Giresun,1033
2016,Gumushane,350
2016,Hakkari,360
2016,Hatay,3972
2016,Igdir,460
2016,Isparta,934
2016,Istanbul,69493
2016,Izmir,21977
2016,Kahramanmaras,2207
2016,Karabuk,1271
2016,Karaman,371
2016,Kars,657
2016,Kastamonu,1702
2016,Kayseri,5546
2016,Kilis,910
2016,Kirikkale,342
2016,Kirklareli,1228
2016,Kirsehir,286
2016,Kocaeli,5512
2016,Konya,6036
2016,Kutahya,1413
2016,Malatya,3716
2016,Manisa,2769
2016,Mardin,890
2016,Mersin,6690
2016,Mugla,6958
2016,Mus,530
2016,Nevsehir,1954
2016,Nigde,369
2016,Ordu,2891
2016,Osmaniye,1193
2016,Rize,2275
2016,Sakarya,2433
2016,Samsun,2727
2016,Sanliurfa,1927
2016,Siirt,650
2016,Sinop,1626
2016,Sirnak,0
2016,Sivas,1444
2016,Tekirdag,2354
2016,Tokat,1151
2016,Trabzon,4828
2016,Tunceli,740
2016,Usak,554
2016,Van,380
2016,Yalova,799
2016,Yozgat,1666
2016,Zonguldak,3965
2016,NA,NA
