year,city,n
2004,Bolu,0
2004,Burdur,0
2004,Bursa,8
2004,Canakkale,0
2004,Cankiri,0
2004,Corum,1
2004,Denizli,0
2004,Diyarbakir,1
2004,Duzce,0
2004,Edirne,0
2004,Elazig,1
2004,Erzincan,0
2004,Erzurum,1
2004,Eskisehir,1
2004,Gaziantep,0
2004,Giresun,1
2004,Gumushane,1
2004,Hakkari,1
2004,Hatay,1
2004,Igdir,0
2004,Isparta,0
2004,Istanbul,27
2004,Izmir,10
2004,Kahramanmaras,0
2004,Karabuk,0
2004,Karaman,0
2004,Kars,1
2004,Kastamonu,0
2004,Kayseri,1
2004,Kilis,0
2004,Kirikkale,0
2004,Kirklareli,0
2004,Kirsehir,0
2004,Kocaeli,1
2004,Konya,1
2004,Kutahya,0
2004,Malatya,0
2004,Manisa,0
2004,Mardin,0
2004,Mersin,1
2004,Mugla,0
2004,Mus,2
2004,Nevsehir,0
2004,Nigde,0
2004,Ordu,1
2004,Osmaniye,0
2004,Rize,0
2004,Sakarya,0
2004,Samsun,6
2004,Sanliurfa,1
2004,Siirt,0
2004,Sinop,1
2004,Sirnak,0
2004,Sivas,1
2004,Tekirdag,0
2004,Tokat,1
2004,Trabzon,2
2004,Tunceli,0
2004,Usak,0
2004,Van,8
2004,Yalova,0
2004,Yozgat,0
2004,Zonguldak,0
2005,Adana,5
2005,Adiyaman,0
2005,Afyonkarahisar,0
2005,Agri,0
2005,Aksaray,0
2005,Amasya,0
2005,Ankara,27
2005,Antalya,3
2005,Ardahan,0
2005,Artvin,0
2005,Aydin,1
2005,Balikesir,0
2005,Bartin,0
2005,Batman,0
2005,Bayburt,0
2005,Bilecik,0
2005,Bingol,0
2005,Bitlis,2
2005,Bolu,0
2005,Burdur,0
2005,Bursa,6
2005,Canakkale,0
2005,Cankiri,0
2005,Corum,1
2005,Denizli,0
2005,Diyarbakir,2
2005,Duzce,0
2005,Edirne,0
2005,Elazig,0
2005,Erzincan,0
2005,Erzurum,1
2005,Eskisehir,1
2005,Gaziantep,0
2005,Giresun,1
2005,Gumushane,1
2005,Hakkari,1
2005,Hatay,2
2005,Igdir,0
2005,Isparta,0
2005,Istanbul,26
2005,Izmir,9
2005,Kahramanmaras,0
2005,Karabuk,0
2005,Karaman,0
2005,Kars,1
2005,Kastamonu,0
2005,Kayseri,1
2005,Kilis,0
2005,Kirikkale,0
2005,Kirklareli,0
2005,Kirsehir,0
2005,Kocaeli,5
2005,Konya,1
2005,Kutahya,0
2005,Malatya,0
2005,Manisa,0
2005,Mardin,0
2005,Mersin,2
2005,Mugla,0
2005,Mus,2
2005,Nevsehir,0
2005,Nigde,0
2005,Ordu,1
2005,Osmaniye,0
2005,Rize,0
2005,Sakarya,0
2005,Samsun,5
2005,Sanliurfa,1
2005,Siirt,0
2005,Sinop,1
2005,Sirnak,0
2005,Sivas,1
2005,Tekirdag,1
2005,Tokat,1
2005,Trabzon,2
2005,Tunceli,0
2005,Usak,0
2005,Van,9
2005,Yalova,0
2005,Yozgat,0
2005,Zonguldak,0
2006,Adana,5
2006,Adiyaman,0
2006,Afyonkarahisar,0
2006,Agri,0
2006,Aksaray,0
2006,Amasya,0
2006,Ankara,28
2006,Antalya,3
2006,Ardahan,0
2006,Artvin,0
2006,Aydin,1
2006,Balikesir,0
2006,Bartin,0
2006,Batman,0
2006,Bayburt,0
2006,Bilecik,0
2006,Bingol,0
2006,Bitlis,2
2006,Bolu,0
2006,Burdur,0
2006,Bursa,5
2006,Canakkale,0
2006,Cankiri,0
2006,Corum,0
2006,Denizli,0
2006,Diyarbakir,2
2006,Duzce,0
2006,Edirne,0
2006,Elazig,0
2006,Erzincan,0
2006,Erzurum,1
2006,Eskisehir,1
2006,Gaziantep,0
2006,Giresun,1
2006,Gumushane,1
2006,Hakkari,2
2006,Hatay,2
2006,Igdir,0
2006,Isparta,0
2006,Istanbul,21
2006,Izmir,7
2006,Kahramanmaras,0
2006,Karabuk,0
2006,Karaman,0
2006,Kars,1
2006,Kastamonu,0
2006,Kayseri,0
2006,Kilis,0
2006,Kirikkale,0
2006,Kirklareli,0
2006,Kirsehir,0
2006,Kocaeli,4
2006,Konya,1
2006,Kutahya,0
2006,Malatya,0
2006,Manisa,0
2006,Mardin,0
2006,Mersin,2
2006,Mugla,0
2006,Mus,3
2006,Nevsehir,0
2006,Nigde,0
2006,Ordu,1
2006,Osmaniye,0
2006,Rize,0
2006,Sakarya,0
2006,Samsun,4
2006,Sanliurfa,1
2006,Siirt,0
2006,Sinop,1
2006,Sirnak,0
2006,Sivas,1
2006,Tekirdag,0
2006,Tokat,1
2006,Trabzon,2
2006,Tunceli,0
2006,Usak,0
2006,Van,8
2006,Yalova,0
2006,Yozgat,0
2006,Zonguldak,0
2007,Adana,5
2007,Adiyaman,0
2007,Afyonkarahisar,0
2007,Agri,0
2007,Aksaray,0
2007,Amasya,0
2007,Ankara,29
2007,Antalya,7
2007,Ardahan,0
2007,Artvin,0
2007,Aydin,1
2007,Balikesir,0
2007,Bartin,0
2007,Batman,0
2007,Bayburt,0
2007,Bilecik,0
2007,Bingol,0
2007,Bitlis,2
2007,Bolu,0
2007,Burdur,0
2007,Bursa,8
2007,Canakkale,0
2007,Cankiri,0
2007,Corum,0
2007,Denizli,0
2007,Diyarbakir,2
2007,Duzce,0
2007,Edirne,0
2007,Elazig,0
2007,Erzincan,1
2007,Erzurum,2
2007,Eskisehir,1
2007,Gaziantep,0
2007,Giresun,1
2007,Gumushane,0
2007,Hakkari,2
2007,Hatay,2
2007,Igdir,0
2007,Isparta,0
2007,Istanbul,21
2007,Izmir,11
2007,Kahramanmaras,0
2007,Karabuk,0
2007,Karaman,0
2007,Kars,1
2007,Kastamonu,0
2007,Kayseri,0
2007,Kilis,0
2007,Kirikkale,0
2007,Kirklareli,2
2007,Kirsehir,0
2007,Kocaeli,5
2007,Konya,1
2007,Kutahya,1
2007,Malatya,0
2007,Manisa,0
2007,Mardin,0
2007,Mersin,2
2007,Mugla,0
2007,Mus,3
2007,Nevsehir,0
2007,Nigde,0
2007,Ordu,1
2007,Osmaniye,0
2007,Rize,0
2007,Sakarya,0
2007,Samsun,5
2007,Sanliurfa,1
2007,Siirt,0
2007,Sinop,1
2007,Sirnak,0
2007,Sivas,1
2007,Tekirdag,0
2007,Tokat,1
2007,Trabzon,2
2007,Tunceli,0
2007,Usak,0
2007,Van,8
2007,Yalova,0
2007,Yozgat,0
2007,Zonguldak,0
2008,Adana,6
2008,Adiyaman,0
2008,Afyonkarahisar,2
2008,Agri,0
2008,Aksaray,0
2008,Amasya,0
2008,Ankara,27
2008,Antalya,5
2008,Ardahan,0
2008,Artvin,0
2008,Aydin,1
2008,Balikesir,0
2008,Bartin,0
2008,Batman,1
2008,Bayburt,0
2008,Bilecik,0
2008,Bingol,0
2008,Bitlis,1
2008,Bolu,1
2008,Burdur,1
2008,Bursa,9
2008,Canakkale,0
2008,Cankiri,0
2008,Corum,1
2008,Denizli,0
2008,Diyarbakir,2
2008,Duzce,0
2008,Edirne,0
2008,Elazig,0
2008,Erzincan,1
2008,Erzurum,2
2008,Eskisehir,4
2008,Gaziantep,0
2008,Giresun,1
2008,Gumushane,0
2008,Hakkari,2
2008,Hatay,2
2008,Igdir,0
2008,Isparta,0
2008,Istanbul,69
2008,Izmir,26
2008,Kahramanmaras,0
2008,Karabuk,0
2008,Karaman,0
2008,Kars,1
2008,Kastamonu,0
2008,Kayseri,0
2008,Kilis,0
2008,Kirikkale,0
2008,Kirklareli,2
2008,Kirsehir,0
2008,Kocaeli,4
2008,Konya,1
2008,Kutahya,1
2008,Malatya,0
2008,Manisa,5
2008,Mardin,1
2008,Mersin,2
2008,Mugla,0
2008,Mus,2
2008,Nevsehir,0
2008,Nigde,0
2008,Ordu,1
2008,Osmaniye,1
2008,Rize,0
2008,Sakarya,1
2008,Samsun,7
2008,Sanliurfa,1
2008,Siirt,0
2008,Sinop,1
2008,Sirnak,0
2008,Sivas,1
2008,Tekirdag,0
2008,Tokat,1
2008,Trabzon,1
2008,Tunceli,0
2008,Usak,1
2008,Van,4
2008,Yalova,1
2008,Yozgat,0
2008,Zonguldak,0
2009,Adana,6
2009,Adiyaman,0
2009,Afyonkarahisar,2
2009,Agri,0
2009,Aksaray,0
2009,Amasya,0
2009,Ankara,26
2009,Antalya,2
2009,Ardahan,0
2009,Artvin,0
2009,Aydin,0
2009,Balikesir,0
2009,Bartin,0
2009,Batman,1
2009,Bayburt,0
2009,Bilecik,0
2009,Bingol,0
2009,Bitlis,1
2009,Bolu,1
2009,Burdur,0
2009,Bursa,9
2009,Canakkale,0
2009,Cankiri,0
2009,Corum,1
2009,Denizli,0
2009,Diyarbakir,2
2009,Duzce,0
2009,Edirne,0
2009,Elazig,1
2009,Erzincan,1
2009,Erzurum,2
2009,Eskisehir,7
2009,Gaziantep,0
2009,Giresun,1
2009,Gumushane,0
2009,Hakkari,1
2009,Hatay,2
2009,Igdir,0
2009,Isparta,0
2009,Istanbul,71
2009,Izmir,27
2009,Kahramanmaras,1
2009,Karabuk,0
2009,Karaman,0
2009,Kars,1
2009,Kastamonu,0
2009,Kayseri,1
2009,Kilis,0
2009,Kirikkale,0
2009,Kirklareli,2
2009,Kirsehir,0
2009,Kocaeli,2
2009,Konya,2
2009,Kutahya,1
2009,Malatya,0
2009,Manisa,5
2009,Mardin,0
2009,Mersin,2
2009,Mugla,0
2009,Mus,0
2009,Nevsehir,0
2009,Nigde,0
2009,Ordu,1
2009,Osmaniye,1
2009,Rize,0
2009,Sakarya,1
2009,Samsun,7
2009,Sanliurfa,1
2009,Siirt,0
2009,Sinop,2
2009,Sirnak,0
2009,Sivas,1
2009,Tekirdag,0
2009,Tokat,0
2009,Trabzon,1
2009,Tunceli,0
2009,Usak,1
2009,Van,4
2009,Yalova,0
2009,Yozgat,0
2009,Zonguldak,0
2010,Adana,7
2010,Adiyaman,2
2010,Afyonkarahisar,1
2010,Agri,0
2010,Aksaray,3
2010,Amasya,0
2010,Ankara,30
2010,Antalya,6
2010,Ardahan,1
2010,Artvin,0
2010,Aydin,12
2010,Balikesir,0
2010,Bartin,1
2010,Batman,2
2010,Bayburt,0
2010,Bilecik,0
2010,Bingol,3
2010,Bitlis,4
2010,Bolu,3
2010,Burdur,0
2010,Bursa,11
2010,Canakkale,0
2010,Cankiri,0
2010,Corum,2
2010,Denizli,5
2010,Diyarbakir,2
2010,Duzce,2
2010,Edirne,0
2010,Elazig,2
2010,Erzincan,1
2010,Erzurum,2
2010,Eskisehir,11
2010,Gaziantep,2
2010,Giresun,2
2010,Gumushane,0
2010,Hakkari,1
2010,Hatay,6
2010,Igdir,2
2010,Isparta,0
2010,Istanbul,137
2010,Izmir,57
2010,Kahramanmaras,2
2010,Karabuk,2
2010,Karaman,0
2010,Kars,2
2010,Kastamonu,0
2010,Kayseri,7
2010,Kilis,0
2010,Kirikkale,1
2010,Kirklareli,5
2010,Kirsehir,7
2010,Kocaeli,8
2010,Konya,2
2010,Kutahya,1
2010,Malatya,3
2010,Manisa,6
2010,Mardin,2
2010,Mersin,2
2010,Mugla,9
2010,Mus,0
2010,Nevsehir,3
2010,Nigde,3
2010,Ordu,2
2010,Osmaniye,6
2010,Rize,0
2010,Sakarya,8
2010,Samsun,5
2010,Sanliurfa,3
2010,Siirt,2
2010,Sinop,3
2010,Sirnak,0
2010,Sivas,1
2010,Tekirdag,0
2010,Tokat,0
2010,Trabzon,2
2010,Tunceli,3
2010,Usak,3
2010,Van,2
2010,Yalova,2
2010,Yozgat,0
2010,Zonguldak,3
2011,Adana,10
2011,Adiyaman,2
2011,Afyonkarahisar,1
2011,Agri,1
2011,Aksaray,4
2011,Amasya,0
2011,Ankara,28
2011,Antalya,8
2011,Ardahan,2
2011,Artvin,1
2011,Aydin,16
2011,Balikesir,0
2011,Bartin,2
2011,Batman,2
2011,Bayburt,0
2011,Bilecik,0
2011,Bingol,3
2011,Bitlis,2
2011,Bolu,2
2011,Burdur,1
2011,Bursa,10
2011,Canakkale,0
2011,Cankiri,1
2011,Corum,2
2011,Denizli,11
2011,Diyarbakir,2
2011,Duzce,2
2011,Edirne,0
2011,Elazig,8
2011,Erzincan,2
2011,Erzurum,5
2011,Eskisehir,11
2011,Gaziantep,2
2011,Giresun,2
2011,Gumushane,1
2011,Hakkari,0
2011,Hatay,8
2011,Igdir,1
2011,Isparta,1
2011,Istanbul,147
2011,Izmir,64
2011,Kahramanmaras,3
2011,Karabuk,4
2011,Karaman,0
2011,Kars,2
2011,Kastamonu,2
2011,Kayseri,8
2011,Kilis,1
2011,Kirikkale,2
2011,Kirklareli,2
2011,Kirsehir,4
2011,Kocaeli,11
2011,Konya,4
2011,Kutahya,3
2011,Malatya,8
2011,Manisa,9
2011,Mardin,2
2011,Mersin,5
2011,Mugla,9
2011,Mus,0
2011,Nevsehir,3
2011,Nigde,3
2011,Ordu,4
2011,Osmaniye,3
2011,Rize,2
2011,Sakarya,7
2011,Samsun,6
2011,Sanliurfa,3
2011,Siirt,2
2011,Sinop,6
2011,Sirnak,0
2011,Sivas,5
2011,Tekirdag,0
2011,Tokat,0
2011,Trabzon,6
2011,Tunceli,2
2011,Usak,2
2011,Van,1
2011,Yalova,4
2011,Yozgat,5
2011,Zonguldak,3
2012,Adana,13
2012,Adiyaman,2
2012,Afyonkarahisar,1
2012,Agri,2
2012,Aksaray,3
2012,Amasya,2
2012,Ankara,29
2012,Antalya,9
2012,Ardahan,2
2012,Artvin,1
2012,Aydin,18
2012,Balikesir,18
2012,Bartin,3
2012,Batman,3
2012,Bayburt,2
2012,Bilecik,0
2012,Bingol,4
2012,Bitlis,4
2012,Bolu,2
2012,Burdur,1
2012,Bursa,18
2012,Canakkale,8
2012,Cankiri,1
2012,Corum,2
2012,Denizli,9
2012,Diyarbakir,4
2012,Duzce,2
2012,Edirne,0
2012,Elazig,8
2012,Erzincan,1
2012,Erzurum,5
2012,Eskisehir,12
2012,Gaziantep,2
2012,Giresun,7
2012,Gumushane,2
2012,Hakkari,1
2012,Hatay,7
2012,Igdir,2
2012,Isparta,1
2012,Istanbul,159
2012,Izmir,65
2012,Kahramanmaras,4
2012,Karabuk,4
2012,Karaman,0
2012,Kars,1
2012,Kastamonu,2
2012,Kayseri,6
2012,Kilis,1
2012,Kirikkale,1
2012,Kirklareli,1
2012,Kirsehir,7
2012,Kocaeli,9
2012,Konya,4
2012,Kutahya,3
2012,Malatya,9
2012,Manisa,9
2012,Mardin,4
2012,Mersin,11
2012,Mugla,11
2012,Mus,1
2012,Nevsehir,5
2012,Nigde,2
2012,Ordu,4
2012,Osmaniye,2
2012,Rize,5
2012,Sakarya,4
2012,Samsun,10
2012,Sanliurfa,2
2012,Siirt,3
2012,Sinop,5
2012,Sirnak,2
2012,Sivas,2
2012,Tekirdag,2
2012,Tokat,1
2012,Trabzon,9
2012,Tunceli,6
2012,Usak,2
2012,Van,1
2012,Yalova,3
2012,Yozgat,5
2012,Zonguldak,8
2013,Adana,11
2013,Adiyaman,2
2013,Afyonkarahisar,4
2013,Agri,1
2013,Aksaray,4
2013,Amasya,2
2013,Ankara,36
2013,Antalya,10
2013,Ardahan,2
2013,Artvin,5
2013,Aydin,9
2013,Balikesir,22
2013,Bartin,6
2013,Batman,3
2013,Bayburt,1
2013,Bilecik,0
2013,Bingol,3
2013,Bitlis,6
2013,Bolu,2
2013,Burdur,2
2013,Bursa,16
2013,Canakkale,9
2013,Cankiri,1
2013,Corum,2
2013,Denizli,8
2013,Diyarbakir,4
2013,Duzce,2
2013,Edirne,3
2013,Elazig,10
2013,Erzincan,1
2013,Erzurum,4
2013,Eskisehir,12
2013,Gaziantep,2
2013,Giresun,6
2013,Gumushane,2
2013,Hakkari,1
2013,Hatay,9
2013,Igdir,2
2013,Isparta,3
2013,Istanbul,189
2013,Izmir,60
2013,Kahramanmaras,9
2013,Karabuk,3
2013,Karaman,2
2013,Kars,2
2013,Kastamonu,3
2013,Kayseri,10
2013,Kilis,1
2013,Kirikkale,1
2013,Kirklareli,2
2013,Kirsehir,5
2013,Kocaeli,9
2013,Konya,5
2013,Kutahya,3
2013,Malatya,13
2013,Manisa,7
2013,Mardin,5
2013,Mersin,13
2013,Mugla,7
2013,Mus,4
2013,Nevsehir,5
2013,Nigde,2
2013,Ordu,7
2013,Osmaniye,3
2013,Rize,4
2013,Sakarya,9
2013,Samsun,8
2013,Sanliurfa,2
2013,Siirt,3
2013,Sinop,6
2013,Sirnak,1
2013,Sivas,3
2013,Tekirdag,2
2013,Tokat,1
2013,Trabzon,7
2013,Tunceli,10
2013,Usak,2
2013,Van,2
2013,Yalova,4
2013,Yozgat,5
2013,Zonguldak,11
2014,Adana,10
2014,Adiyaman,1
2014,Afyonkarahisar,2
2014,Agri,1
2014,Aksaray,2
2014,Amasya,2
2014,Ankara,44
2014,Antalya,9
2014,Ardahan,2
2014,Artvin,4
2014,Aydin,11
2014,Balikesir,11
2014,Bartin,6
2014,Batman,3
2014,Bayburt,1
2014,Bilecik,0
2014,Bingol,2
2014,Bitlis,4
2014,Bolu,3
2014,Burdur,2
2014,Bursa,15
2014,Canakkale,8
2014,Cankiri,1
2014,Corum,1
2014,Denizli,6
2014,Diyarbakir,4
2014,Duzce,2
2014,Edirne,3
2014,Elazig,5
2014,Erzincan,1
2014,Erzurum,2
2014,Eskisehir,11
2014,Gaziantep,7
2014,Giresun,5
2014,Gumushane,1
2014,Hakkari,2
2014,Hatay,8
2014,Igdir,1
2014,Isparta,2
2014,Istanbul,178
2014,Izmir,56
2014,Kahramanmaras,6
2014,Karabuk,3
2014,Karaman,2
2014,Kars,2
2014,Kastamonu,3
2014,Kayseri,7
2014,Kilis,2
2014,Kirikkale,1
2014,Kirklareli,2
2014,Kirsehir,1
2014,Kocaeli,6
2014,Konya,10
2014,Kutahya,4
2014,Malatya,7
2014,Manisa,6
2014,Mardin,3
2014,Mersin,5
2014,Mugla,10
2014,Mus,4
2014,Nevsehir,3
2014,Nigde,1
2014,Ordu,7
2014,Osmaniye,4
2014,Rize,4
2014,Sakarya,5
2014,Samsun,5
2014,Sanliurfa,4
2014,Siirt,5
2014,Sinop,6
2014,Sirnak,2
2014,Sivas,3
2014,Tekirdag,6
2014,Tokat,2
2014,Trabzon,10
2014,Tunceli,3
2014,Usak,2
2014,Van,2
2014,Yalova,3
2014,Yozgat,3
2014,Zonguldak,8
2015,Adana,14
2015,Adiyaman,1
2015,Afyonkarahisar,3
2015,Agri,3
2015,Aksaray,3
2015,Amasya,2
2015,Ankara,44
2015,Antalya,14
2015,Ardahan,2
2015,Artvin,3
2015,Aydin,9
2015,Balikesir,8
2015,Bartin,8
2015,Batman,3
2015,Bayburt,1
2015,Bilecik,0
2015,Bingol,2
2015,Bitlis,3
2015,Bolu,4
2015,Burdur,3
2015,Bursa,16
2015,Canakkale,4
2015,Cankiri,1
2015,Corum,2
2015,Denizli,4
2015,Diyarbakir,3
2015,Duzce,1
2015,Edirne,3
2015,Elazig,6
2015,Erzincan,1
2015,Erzurum,1
2015,Eskisehir,12
2015,Gaziantep,7
2015,Giresun,7
2015,Gumushane,1
2015,Hakkari,2
2015,Hatay,9
2015,Igdir,2
2015,Isparta,2
2015,Istanbul,224
2015,Izmir,62
2015,Kahramanmaras,6
2015,Karabuk,3
2015,Karaman,3
2015,Kars,2
2015,Kastamonu,4
2015,Kayseri,8
2015,Kilis,3
2015,Kirikkale,1
2015,Kirklareli,5
2015,Kirsehir,1
2015,Kocaeli,15
2015,Konya,14
2015,Kutahya,5
2015,Malatya,13
2015,Manisa,7
2015,Mardin,4
2015,Mersin,16
2015,Mugla,8
2015,Mus,2
2015,Nevsehir,3
2015,Nigde,1
2015,Ordu,9
2015,Osmaniye,2
2015,Rize,2
2015,Sakarya,10
2015,Samsun,9
2015,Sanliurfa,4
2015,Siirt,5
2015,Sinop,5
2015,Sirnak,1
2015,Sivas,4
2015,Tekirdag,8
2015,Tokat,2
2015,Trabzon,16
2015,Tunceli,1
2015,Usak,3
2015,Van,2
2015,Yalova,2
2015,Yozgat,2
2015,Zonguldak,8
2016,Adana,15
2016,Adiyaman,3
2016,Afyonkarahisar,3
2016,Agri,3
2016,Aksaray,3
2016,Amasya,3
2016,Ankara,58
2016,Antalya,12
2016,Ardahan,0
2016,Artvin,2
2016,Aydin,13
2016,Balikesir,7
2016,Bartin,4
2016,Batman,5
2016,Bayburt,1
2016,Bilecik,0
2016,Bingol,4
2016,Bitlis,4
2016,Bolu,4
2016,Burdur,4
2016,Bursa,15
2016,Canakkale,4
2016,Cankiri,1
