type,year,city,n
Yerli,2008,Izmir,173303
Yerli,2008,Kahramanmaras,0
Yerli,2008,Karabuk,0
Yerli,2008,Karaman,0
Yerli,2008,Kars,3000
Yerli,2008,Kastamonu,0
Yerli,2008,Kayseri,0
Yerli,2008,Kilis,0
Yerli,2008,Kirikkale,0
Yerli,2008,Kirklareli,4000
Yerli,2008,Kirsehir,0
Yerli,2008,Kocaeli,53272
Yerli,2008,Konya,39095
Yerli,2008,Kutahya,5100
Yerli,2008,Malatya,0
Yerli,2008,Manisa,53480
Yerli,2008,Mardin,400
Yerli,2008,Mersin,12000
Yerli,2008,Mugla,0
Yerli,2008,Mus,1600
Yerli,2008,Nevsehir,0
Yerli,2008,Nigde,0
Yerli,2008,Ordu,17602
Yerli,2008,Osmaniye,3000
Yerli,2008,Rize,0
Yerli,2008,Sakarya,1450
Yerli,2008,Samsun,120310
Yerli,2008,Sanliurfa,26650
Yerli,2008,Siirt,0
Yerli,2008,Sinop,11000
Yerli,2008,Sirnak,0
Yerli,2008,Sivas,13984
Yerli,2008,Tekirdag,0
Yerli,2008,Tokat,2000
Yerli,2008,Trabzon,26412
Yerli,2008,Tunceli,0
Yerli,2008,Usak,30180
Yerli,2008,Van,24576
Yerli,2008,Yalova,2600
Yerli,2008,Yozgat,0
Yerli,2008,Zonguldak,0
Yerli,2009,Adana,59795
Yerli,2009,Adiyaman,0
Yerli,2009,Afyonkarahisar,25200
Yerli,2009,Agri,0
Yerli,2009,Aksaray,0
Yerli,2009,Amasya,0
Yerli,2009,Ankara,406132
Yerli,2009,Antalya,53234
Yerli,2009,Ardahan,0
Yerli,2009,Artvin,0
Yerli,2009,Aydin,0
Yerli,2009,Balikesir,0
Yerli,2009,Bartin,0
Yerli,2009,Batman,20000
Yerli,2009,Bayburt,0
Yerli,2009,Bilecik,0
Yerli,2009,Bingol,0
Yerli,2009,Bitlis,11400
Yerli,2009,Bolu,7200
Yerli,2009,Burdur,0
Yerli,2009,Bursa,107434
Yerli,2009,Canakkale,0
Yerli,2009,Cankiri,0
Yerli,2009,Corum,25200
Yerli,2009,Denizli,0
Yerli,2009,Diyarbakir,53485
Yerli,2009,Duzce,0
Yerli,2009,Edirne,0
Yerli,2009,Elazig,10000
Yerli,2009,Erzincan,4000
Yerli,2009,Erzurum,25908
Yerli,2009,Eskisehir,77789
Yerli,2009,Gaziantep,0
Yerli,2009,Giresun,4400
Yerli,2009,Gumushane,0
Yerli,2009,Hakkari,15000
Yerli,2009,Hatay,5000
Yerli,2009,Igdir,0
Yerli,2009,Isparta,0
Yerli,2009,Istanbul,1464093
Yerli,2009,Izmir,230979
Yerli,2009,Kahramanmaras,6000
Yerli,2009,Karabuk,0
Yerli,2009,Karaman,0
Yerli,2009,Kars,1975
Yerli,2009,Kastamonu,0
Yerli,2009,Kayseri,7000
Yerli,2009,Kilis,0
Yerli,2009,Kirikkale,0
Yerli,2009,Kirklareli,12000
Yerli,2009,Kirsehir,0
Yerli,2009,Kocaeli,38244
Yerli,2009,Konya,45893
Yerli,2009,Kutahya,5050
Yerli,2009,Malatya,0
Yerli,2009,Manisa,47000
Yerli,2009,Mardin,0
Yerli,2009,Mersin,29000
Yerli,2009,Mugla,0
Yerli,2009,Mus,0
Yerli,2009,Nevsehir,0
Yerli,2009,Nigde,0
Yerli,2009,Ordu,27150
Yerli,2009,Osmaniye,3000
Yerli,2009,Rize,0
Yerli,2009,Sakarya,2900
Yerli,2009,Samsun,90600
Yerli,2009,Sanliurfa,27300
Yerli,2009,Siirt,0
Yerli,2009,Sinop,27000
Yerli,2009,Sirnak,0
Yerli,2009,Sivas,23972
Yerli,2009,Tekirdag,0
Yerli,2009,Tokat,0
Yerli,2009,Trabzon,9803
Yerli,2009,Tunceli,0
Yerli,2009,Usak,7000
Yerli,2009,Van,50591
Yerli,2009,Yalova,0
Yerli,2009,Yozgat,0
Yerli,2009,Zonguldak,0
Yerli,2010,Adana,102230
Yerli,2010,Adiyaman,4580
Yerli,2010,Afyonkarahisar,7800
Yerli,2010,Agri,0
Yerli,2010,Aksaray,6981
Yerli,2010,Amasya,0
Yerli,2010,Ankara,624507
Yerli,2010,Antalya,50064
Yerli,2010,Ardahan,2200
Yerli,2010,Artvin,0
Yerli,2010,Aydin,27601
Yerli,2010,Balikesir,0
Yerli,2010,Bartin,3200
Yerli,2010,Batman,18540
Yerli,2010,Bayburt,0
Yerli,2010,Bilecik,0
Yerli,2010,Bingol,4010
Yerli,2010,Bitlis,6898
