"type","city","year","n"
"","","1989","5451.0"
"","","1990","10445.0"
"","","1991","15076.0"
"","","1992","24264.0"
"","","1993","39711.0"
"","","1994","81591.0"
"","","1995","174117.0"
"","","1996","294656.0"
"","","1997","578888.0"
"","","1998","1278333.0"
"","","1999","1498314.75"
"","","2000","2224583.33"
"","","2001","3370684.52"
"","","2002","4715674.6"
"","","2003","6150.35"
"","","2004","6984.23"
"","","2005","7.3"
"","","2006","7.99"
"","","2007","8.74"
"","İstanbul-34","1980","12000.0"
"","","1981","35000.0"
"","","1982","45000.0"
"","","1985","1275.0"
"","","1986","732.0"
"","","1987","1657.0"
"","","1988","2191.0"
"","","1990","6083.0"
"","","1991","10350.0"
"","","1992","14432.0"
"","","1994","30000.0"
"","","1997","550000.0"
"","","1998","1642857.0"
"","","1999","2166666.67"
"","","2001","3763327.46"
"","","2002","5277777.78"
"","","2005","6.3"
"","","2006","7.32"
"","","2007","8.6"
"","İzmir-35","1980","17033.0"
"","","1981","27239.0"
"","","1982","26550.0"
"","","1983","43770.0"
"","","1984","57692.0"
"","","1985","1145.0"
"","","1986","1525.0"
"","","1987","2164.0"
"","","1988","3922.0"
"","","1989","6723.0"
"","","1990","12019.0"
"","","1991","16788.0"
"","","1992","30895.0"
"","","1993","45881.0"
"","","1994","92877.0"
"","","1995","206836.0"
"","","1996","317186.0"
"","","1997","645404.0"
"","","1998","1258701.0"
"","","1999","1761605.33"
"","","2000","2440457.11"
"","","2001","3518611.11"
"","","2002","4988063.14"
"","","2003","6364.94"
"","","2004","7454.44"
"","","2005","7.28"
"","","2006","8.31"
"","","2007","9.0"
"","Kahramanmaraş-46","1980","10000.0"
"","","1981","30000.0"
"","","1982","25000.0"
"","","1983","30000.0"
"","","1984","60000.0"
"","","1985","1617.0"
"","","1986","1619.0"
"","","1987","2010.0"
"","","1988","3308.0"
"","","1989","7022.0"
"","","1990","10895.0"
"","","1991","15083.0"
"","","1992","25903.0"
"","","1993","45500.0"
"","","1994","100000.0"
"","","1995","202916.0"
"","","1996","307638.0"
"","","1997","545555.0"
"","","1998","1388888.0"
"","","1999","2433333.33"
"","","2000","2868181.82"
"","","2001","4263552.54"
"","","2002","4773809.52"
"","","2003","5670.45"
"","","2004","6725.69"
"","","2005","5.75"
"","","2006","7.96"
"","","2007","8.42"
"","Karabük-78","1997","661666.0"
"","","1998","1533333.0"
"","","2000","2350000.0"
"","","2001","3136363.64"
"","","2002","4100000.0"
"","","2007","5.31"
"","Karaman-70","1991","15750.0"
"","","1992","30687.0"
"","","1993","41875.0"
"","","1994","96187.0"
"","","1995","218555.0"
"","","1996","357638.0"
"","","1997","640763.0"
"","","1998","1279583.0"
"","","1999","1908333.25"
"","","2000","2439444.44"
"","","2001","3400000.0"
"","","2002","4560000.0"
"","","2003","5015.63"
"","","2004","7057.58"
"","","2005","9.78"
"","","2006","10.68"
"","","2007","11.96"
"","Kars-36","1980","14857.0"
"","","1981","20440.0"
"","","1982","23125.0"
"","","1983","28500.0"
"","","1984","40073.0"
"","","1985","761.0"
"","","1986","948.0"
"","","1987","1247.0"
"","","1988","1917.0"
"","","1989","3535.0"
"","","1990","6754.0"
"","","1991","9837.0"
"","","1992","14179.0"
"","","1993","20790.0"
"","","1994","43812.0"
"","","1995","104861.0"
"","","1996","180902.0"
"","","1997","343854.0"
"","","1998","704340.0"
"","","1999","1251666.67"
"","","2000","1609722.22"
"","","2001","2237152.78"
"","","2002","3124083.69"
"","","2003","3698.0"
"","","2004","4020.42"
"","","2005","5.2"
"","","2006","6.02"
"","","2007","6.01"
"","Kastamonu-37","1980","20000.0"
"","","1981","29083.0"
"","","1982","20000.0"
"","","1985","1000.0"
"","","1986","1183.0"
"","","1992","11250.0"
"","","1994","80000.0"
"","","1995","212500.0"
"","","1997","633333.0"
"","","1998","1114285.0"
"","","1999","1887500.0"
"","","2000","2975000.0"
"","","2001","4422337.5"
"","","2002","5490670.4"
"","","2003","5750.0"
"","","2004","6250.0"
"","","2007","7.96"
"","Kayseri-38","1980","16500.0"
"","","1981","32250.0"
"","","1982","35000.0"
"","","1983","45000.0"
"","","1984","52083.0"
"","","1985","1003.0"
"","","1986","1599.0"
"","","1987","2151.0"
"","","1988","3853.0"
"","","1989","5343.0"
"","","1990","9556.0"
"","","1991","15251.0"
"","","1992","24946.0"
"","","1993","43399.0"
"","","1994","92004.0"
"","","1995","190083.0"
"","","1996","296096.0"
"","","1997","564960.0"
"","","1998","1313194.0"
"","","1999","1830420.25"
"","","2000","2677043.65"
"","","2001","3535178.57"
"","","2002","4852857.14"
"","","2003","6025.96"
"","","2004","6641.02"
"","","2005","6.21"
"","","2006","7.32"
"","","2007","7.47"
"","Kilis-79","1999","1578571.43"
"","","2000","4000000.0"
"","","2001","4791666.67"
"","","2002","5885207.13"
"","","2007","8.75"
"","Kırıkkale-71","1991","17646.0"
"","","1992","34382.0"
"","","1993","57333.0"
"","","1994","118347.0"
"","","1995","212986.0"
"","","1996","272013.0"
"","","1997","566666.0"
"","","1998","1445454.0"
"","","1999","1950000.0"
"","","2000","2666666.67"
"","","2001","3964000.5"
"","","2002","5081250.0"
"","","2003","5217.5"
"","","2004","5459.38"
"","","2005","7.84"
"","","2006","8.71"
"","","2007","10.0"
"","Kırklareli-39","1980","14000.0"
"","","1981","24022.0"
"","","1986","1250.0"
"","","1987","1600.0"
"","","1998","1500000.0"
"","","1999","1640000.0"
"","","2001","3763327.46"
"","","2002","4250000.0"
"","","2003","4500.0"
"","","2005","7.1"
"","","2007","2.0"
"","Kırşehir-40","1980","17499.0"
"","","1981","36666.0"
"","","1982","43750.0"
"","","1983","50000.0"
"","","1984","60000.0"
"","","1985","1286.0"
"","","1986","1900.0"
"","","1987","2413.0"
"","","1988","4000.0"
"","","1989","5083.0"
"","","1990","10930.0"
"","","1991","16222.0"
"","","1992","26021.0"
"","","1993","40139.0"
"","","1994","70659.0"
"","","1995","154375.0"
"","","1996","263264.0"
"","","1997","477083.0"
"","","1998","968750.0"
"","","1999","1618888.92"
"","","2000","2486111.11"
"","","2001","3971527.78"
"","","2002","4989583.33"
"","","2003","6326.39"
"","","2004","7750.0"
"","","2005","8.01"
"","","2006","8.27"
"","","2007","9.3"
"","Kocaeli-41","1980","20000.0"
"","","1981","35000.0"
"","","1982","37500.0"
"","","1983","40000.0"
"","","1985","1300.0"
"","","1989","3500.0"
"","","1992","20000.0"
"","","1994","111428.0"
"","","1995","125000.0"
"","","1997","625000.0"
"","","1998","800000.0"
"","","2000","2257604.17"
"","","2001","3686111.11"
"","","2002","5102777.78"
"","","2003","7575.02"
"","","2004","7776.25"
"","","2005","6.88"
"","","2006","7.6"
"","","2007","8.06"
"","Konya-42","1980","15885.0"
"","","1981","26736.0"
"","","1982","31833.0"
"","","1983","40966.0"
"","","1984","54663.0"
"","","1985","1024.0"
"","","1986","1448.0"
"","","1987","1890.0"
"","","1988","3540.0"
"","","1989","5504.0"
"","","1990","9681.0"
"","","1991","14775.0"
"","","1992","24612.0"
"","","1993","42504.0"
"","","1994","87624.0"
"","","1995","172691.0"
"","","1996","318006.0"
"","","1997","610651.0"
"","","1998","1215866.0"
"","","1999","1679089.67"
"","","2000","2566461.79"
"","","2001","3333716.4"
"","","2002","4578720.73"
"","","2003","5352.31"
"","","2004","6175.28"
"","","2005","6.0"
"","","2006","6.96"
"","","2007","7.84"
"","Kütahya-43","1980","14333.0"
"","","1981","29500.0"
"","","1982","25000.0"
"","","1983","37500.0"
"","","1984","60000.0"
"","","1985","750.0"
"","","1986","1250.0"
"","","1987","2350.0"
"","","1990","12000.0"
"","","1992","21452.0"
"","","1993","31429.0"
"","","1994","50000.0"
"","","1995","130000.0"
"","","1996","260277.0"
"","","1997","422916.0"
"","","1998","954166.0"
"","","1999","1600000.0"
"","","2000","2762500.0"
"","","2001","4022727.27"
"","","2002","4625000.0"
"","","2003","4750.0"
"","","2004","6000.0"
"","","2005","6.78"
"","","2006","7.28"
"","","2007","7.65"
"","Malatya-44","1980","20000.0"
"","","1981","32500.0"
"","","1982","37500.0"
"","","1983","42500.0"
"","","1984","56666.0"
"","","1985","1385.0"
"","","1987","2875.0"
"","","1988","3541.0"
"","","1989","5350.0"
"","","1990","8636.0"
"","","1992","30642.0"
"","","1993","50507.0"
"","","1994","107847.0"
"","","1995","200694.0"
"","","1996","354924.0"
"","","1997","676819.0"
"","","1998","1165555.0"
"","","1999","1739697.0"
"","","2000","2429583.33"
"","","2001","3480555.56"
"","","2002","5534722.22"
"","","2003","5837.5"
"","","2004","6604.17"
"","","2005","7.71"
"","","2006","8.7"
"","","2007","8.31"
"","Manisa-45","1980","18285.0"
"","","1981","29269.0"
"","","1982","37269.0"
"","","1983","43928.0"
"","","1984","60000.0"
"","","1985","1179.0"
"","","1986","1581.0"
"","","1987","2248.0"
"","","1988","3869.0"
"","","1989","6828.0"
"","","1990","11611.0"
"","","1991","17789.0"
"","","1992","31871.0"
"","","1993","46444.0"
"","","1994","102088.0"
"","","1995","224318.0"
"","","1996","337500.0"
"","","1997","631003.0"
"","","1998","1215466.0"
"","","1999","1939702.0"
"","","2000","2515783.73"
"","","2001","3603837.96"
"","","2002","4886400.46"
"","","2003","5919.2"
"","","2004","6872.67"
"","","2005","6.45"
"","","2006","7.66"
"","","2007","8.03"
"","Mardin-47","1980","14312.0"
"","","1981","23333.0"
"","","1982","35000.0"
"","","1983","44166.0"
"","","1984","38750.0"
"","","1985","1093.0"
"","","1986","1354.0"
"","","1987","1472.0"
"","","1988","3520.0"
"","","1989","7020.0"
"","","1990","9923.0"
"","","1991","14097.0"
"","","1992","21340.0"
"","","1993","30500.0"
"","","1994","90333.0"
"","","1995","143333.0"
"","","1996","200500.0"
"","","1997","450000.0"
"","","1998","975000.0"
"","","1999","2012500.0"
"","","2000","2535714.29"
"","","2001","3769338.86"
"","","2002","4821198.7"
"","","2003","5306.82"
"","","2004","5576.39"
"","","2005","5.51"
"","","2006","6.19"
"","","2007","6.97"
"","Mersin-33","1980","18400.0"
"","","1981","30624.0"
"","","1982","42916.0"
"","","1983","47916.0"
"","","1984","58333.0"
"","","1985","1315.0"
"","","1986","1695.0"
"","","1987","2144.0"
"","","1988","4140.0"
"","","1989","6208.0"
"","","1990","10718.0"
"","","1991","15726.0"
"","","1992","30012.0"
"","","1993","45808.0"
"","","1994","92220.0"
"","","1995","203467.0"
"","","1996","325992.0"
"","","1997","565833.0"
"","","1998","1105972.0"
"","","1999","1549900.75"
"","","2000","2275267.86"
"","","2001","3524131.94"
"","","2002","4938740.08"
"","","2003","6060.62"
"","","2004","7477.07"
"","","2005","8.1"
"","","2006","9.12"
"","","2007","9.35"
"","Muğla-48","1980","13958.0"
"","","1981","27083.0"
"","","1982","32083.0"
"","","1983","40633.0"
"","","1984","50750.0"
"","","1985","979.0"
"","","1986","1532.0"
"","","1987","2095.0"
"","","1988","4118.0"
"","","1989","6370.0"
"","","1990","11645.0"
"","","1991","14982.0"
"","","1992","28204.0"
"","","1993","46285.0"
"","","1994","94312.0"
"","","1995","191187.0"
"","","1996","315542.0"
"","","1997","607352.0"
"","","1998","1304414.0"
"","","1999","1662588.83"
"","","2000","2243958.33"
"","","2001","2794305.56"
"","","2002","4179166.67"
"","","2003","4941.29"
"","","2004","5636.36"
"","","2005","6.67"
"","","2006","7.59"
"","","2007","7.65"
"","Muş-49","1980","10000.0"
"","","1981","23500.0"
"","","1982","20000.0"
"","","1983","27500.0"
"","","1984","30000.0"
"","","1985","900.0"
"","","1986","867.0"
"","","1987","1963.0"
"","","1988","3195.0"
"","","1989","4545.0"
"","","1990","6225.0"
"","","1991","10972.0"
"","","1992","11917.0"
"","","1993","35174.0"
"","","1994","73402.0"
"","","1995","138636.0"
"","","1996","244166.0"
"","","1997","402083.0"
"","","1998","681250.0"
"","","1999","1435243.17"
"","","2000","1906250.0"
"","","2001","2729166.67"
"","","2002","3636012.97"
"","","2003","5746.43"
"","","2004","7277.78"
"","","2005","6.89"
"","","2006","7.82"
"","","2007","7.76"
"","Nevşehir-50","1980","12500.0"
"","","1981","30000.0"
"","","1982","28333.0"
"","","1983","38750.0"
"","","1984","60000.0"
"","","1985","1496.0"
"","","1986","1689.0"
"","","1987","1998.0"
"","","1988","4000.0"
"","","1989","5298.0"
"","","1990","12263.0"
"","","1991","16250.0"
"","","1992","31806.0"
"","","1993","47000.0"
"","","1994","64375.0"
"","","1995","142500.0"
"","","1996","256458.0"
"","","1997","469166.0"
"","","1998","929166.0"
"","","1999","1472916.67"
"","","2000","2484166.67"
"","","2001","3691527.78"
"","","2002","4516666.67"
"","","2003","6370.59"
"","","2004","6467.43"
"","","2005","6.14"
"","","2006","7.22"
"","","2007","6.89"
"","Niğde-51","1980","17812.0"
"","","1981","35625.0"
"","","1982","41875.0"
"","","1983","48125.0"
"","","1984","57500.0"
"","","1985","1410.0"
"","","1986","1795.0"
"","","1987","2471.0"
"","","1988","4513.0"
"","","1989","6847.0"
"","","1990","12208.0"
"","","1991","17486.0"
"","","1992","30931.0"
"","","1993","57292.0"
"","","1994","103666.0"
"","","1995","215486.0"
"","","1996","306257.0"
"","","1997","587041.0"
"","","1998","1297597.0"
"","","1999","1894027.83"
"","","2000","2696969.7"
"","","2001","3849583.33"
"","","2002","5040555.56"
"","","2003","6078.82"
"","","2004","8032.64"
"","","2005","8.07"
"","","2006","9.01"
"","","2007","8.87"
"","Ordu-52","1980","20000.0"
"","","1981","40000.0"
"","","1982","50000.0"
"","","1983","44166.0"
"","","1984","51666.0"
"","","1986","1500.0"
"","","1987","1750.0"
"","","1989","8250.0"
"","","1990","11597.0"
"","","1991","17667.0"
"","","1992","28750.0"
"","","1993","34000.0"
"","","1994","98125.0"
"","","1995","120714.0"
"","","1996","216041.0"
"","","1997","428333.0"
"","","1998","600000.0"
"","","1999","1250000.0"
"","","2001","3045454.55"
"","","2002","3569696.97"
"","","2003","5075.76"
"","","2004","7481.25"
"","","2005","8.07"
"","","2006","9.28"
"","","2007","9.22"
"","Osmaniye-80","1997","658333.0"
"","","1998","1318181.0"
"","","1999","1662000.0"
"","","2000","3318181.82"
"","","2001","4000000.0"
"","","2002","5029042.67"
"","","2003","5875.0"
"","","2005","7.63"
"","","2006","9.23"
"","","2007","8.8"
"","Rize-53","1980","20000.0"
"","","1981","19708.0"
"","","1982","36250.0"
"","","1985","2000.0"
"","","1987","1500.0"
"","","1990","7000.0"
"","","1991","20000.0"
"","","1992","21000.0"
"","","1993","32500.0"
"","","1994","67000.0"
"","","1995","116666.0"
"","","1996","290000.0"
"","","1997","500000.0"
"","","1998","1575000.0"
"","","1999","1790555.5"
"","","2000","2000000.0"
"","","2001","3448571.43"
"","","2002","3928571.43"
"","","2003","5000.0"
"","","2004","5221.43"
"","","2005","6.0"
"","","2006","7.73"
"","","2007","7.96"
"","Sakarya-54","1980","11250.0"
"","","1981","22500.0"
"","","1982","33750.0"
"","","1983","45000.0"
"","","1984","60000.0"
"","","1986","1280.0"
"","","1987","2136.0"
"","","1988","2500.0"
"","","1989","4400.0"
"","","1990","15000.0"
"","","1992","25000.0"
"","","1993","20000.0"
"","","1994","83333.0"
"","","1995","206666.0"
"","","1996","333181.0"
"","","1997","516666.0"
"","","1998","1312500.0"
"","","1999","1810000.0"
"","","2000","2240530.3"
"","","2001","4319444.44"
"","","2002","6859074.67"
"","","2003","7549.24"
"","","2004","8406.58"
"","","2005","6.71"
"","","2006","7.42"
"","","2007","8.02"
"","Samsun-55","1980","20000.0"
"","","1981","20650.0"
"","","1982","50000.0"
"","","1983","50000.0"
"","","1984","56250.0"
"","","1985","1460.0"
"","","1986","2711.0"
"","","1987","2875.0"
"","","1988","2635.0"
"","","1990","10000.0"
"","","1991","12500.0"
"","","1992","12091.0"
"","","1993","16000.0"
"","","1994","77500.0"
"","","1995","232857.0"
"","","1996","285000.0"
"","","1998","1000000.0"
"","","2000","1500000.0"
"","","2001","2229750.0"
"","","2002","3125000.0"
"","","2003","3875.0"
"","","2004","3968.75"
"","","2005","4.19"
"","","2006","4.41"
"","","2007","5.31"
"","Şanlıurfa-63","1980","13250.0"
"","","1981","27500.0"
"","","1983","42500.0"
"","","1990","12000.0"
"","","1991","15500.0"
"","","1992","16000.0"
"","","1993","55000.0"
"","","1994","58333.0"
"","","1995","129000.0"
"","","1997","370000.0"
"","","1998","1050000.0"
"","","1999","1369444.44"
"","","2000","2404166.67"
"","","2001","4040909.09"
"","","2002","5875000.0"
"","","2003","7305.56"
"","","2004","7666.67"
"","","2005","8.0"
"","","2007","6.92"
"","Siirt-56","1980","17750.0"
"","","1982","25416.0"
"","","1983","47500.0"
"","","1984","54999.0"
"","","1985","1063.0"
"","","1986","1129.0"
"","","1987","1531.0"
"","","1988","3041.0"
"","","1989","4069.0"
"","","1990","7631.0"
"","","1991","14848.0"
"","","1992","22570.0"
"","","1993","32864.0"
"","","1994","54444.0"
"","","1995","104166.0"
"","","1996","198333.0"
"","","1997","416666.0"
"","","1998","804545.0"
"","","1999","1205000.0"
"","","2000","2157142.86"
"","","2001","3500000.0"
"","","2002","4303685.5"
"","","2003","4567.5"
"","","2004","5000.0"
"","","2005","5.1"
"","","2006","5.91"
"","","2007","6.92"
"","Sinop-57","1981","36250.0"
"","","1982","29000.0"
"","","1983","42500.0"
"","","1985","800.0"
"","","1986","2000.0"
"","","1988","4000.0"
"","","1989","6000.0"
"","","1990","12200.0"
"","","1993","50000.0"
"","","1995","212500.0"
"","","1997","675000.0"
"","","1998","975000.0"
"","","1999","1455555.56"
"","","2000","2186111.11"
"","","2001","3111111.11"
"","","2002","4784403.67"
"","","2003","5125.0"
"","","2004","5983.25"
"","","2005","6.13"
"","","2007","5.0"
"","Şırnak-73","1991","13396.0"
"","","1992","24417.0"
"","","1993","30333.0"
"","","1994","104583.0"
"","","1995","168611.0"
"","","1996","255972.0"
"","","1997","493055.0"
"","","1998","781250.0"
"","","1999","1235000.0"
"","","2000","1500000.0"
"","","2001","2633333.33"
"","","2002","3583333.33"
"","","2003","5145.83"
"","","2004","5767.5"
"","","2006","4.9"
"","","2007","5.24"
"","Sivas-58","1980","15500.0"
"","","1981","32562.0"
"","","1982","37083.0"
"","","1983","43750.0"
"","","1984","58333.0"
"","","1985","1067.0"
"","","1986","1533.0"
"","","1987","2118.0"
"","","1988","4297.0"
"","","1989","6268.0"
"","","1990","10157.0"
"","","1991","13744.0"
"","","1992","23031.0"
"","","1993","42326.0"
"","","1994","81583.0"
"","","1995","206284.0"
"","","1996","308840.0"
"","","1997","527083.0"
"","","1998","941944.0"
"","","1999","1422702.83"
"","","2000","2223208.33"
"","","2001","3781250.0"
"","","2002","4937500.0"
"","","2003","5432.29"
"","","2004","6400.0"
"","","2005","6.84"
"","","2006","7.96"
"","","2007","7.89"
"","Tekirdağ-59","1980","12500.0"
"","","1981","30000.0"
"","","1982","20000.0"
"","","1983","50000.0"
"","","1986","1450.0"
"","","1989","4500.0"
"","","1991","17773.0"
"","","1992","27083.0"
"","","1993","41786.0"
"","","1994","75454.0"
"","","1996","350000.0"
"","","1997","600000.0"
"","","1998","1040000.0"
"","","2001","3250000.0"
"","","2002","4850000.0"
"","","2005","9.0"
"","","2006","10.07"
"","","2007","8.81"
"","Tokat-60","1981","32500.0"
